tenure,age,marital,address,income,ed,reside,custcat
-1.0551249950656614,0.21052631578947367,1.0100505037878156,0.0,0.3148148148148148,1.0877526044340933,0.0,1
-1.1488056303374061,-0.3684210526315789,1.0100505037878156,-0.13333333333333333,1.6481481481481481,1.9062270998698294,2.0,4
1.5210924749073196,0.631578947368421,1.0100505037878156,1.0,1.2777777777777777,-1.3676708818731147,0.0,3
-0.11831864234821379,-0.3684210526315789,-0.9900495037128094,0.2,-0.25925925925925924,-0.5491963864373787,-0.5,1
-0.5867218187069376,-0.5263157894736842,1.0100505037878156,0.0,-0.3148148148148148,-1.3676708818731147,1.0,3
0.25640389873876523,-0.05263157894736842,-0.9900495037128094,0.5333333333333333,0.5740740740740741,-0.5491963864373787,-0.5,3
0.44376516928225473,-0.9473684210526315,1.0100505037878156,-0.4666666666666667,-0.5185185185185185,-0.5491963864373787,1.5,2
0.11588294583114811,-0.2631578947368421,-0.9900495037128094,-0.26666666666666666,0.5370370370370371,-0.5491963864373787,0.5,4
0.44376516928225473,1.0,1.0100505037878156,-0.13333333333333333,2.2037037037037037,1.0877526044340933,1.5,3
1.5210924749073196,0.05263157894736842,1.0100505037878156,0.8,0.46296296296296297,-1.3676708818731147,0.5,2
-1.4298475361526404,-0.3684210526315789,-0.9900495037128094,0.06666666666666667,1.4444444444444444,1.0877526044340933,-0.5,1
-1.3361669008808956,-0.2631578947368421,-0.9900495037128094,0.3333333333333333,0.6111111111111112,-0.5491963864373787,-0.5,3
0.25640389873876523,-0.10526315789473684,1.0100505037878156,-0.06666666666666667,-0.18518518518518517,-0.5491963864373787,0.5,1
1.0058489809127233,0.7368421052631579,1.0100505037878156,1.4,1.2592592592592593,1.0877526044340933,0.5,4
-1.2424862656091509,0.3157894736842105,-0.9900495037128094,-0.4,-0.4074074074074074,-1.3676708818731147,0.0,1
-0.3056799128917033,-0.10526315789473684,1.0100505037878156,0.2,0.5185185185185185,1.9062270998698294,1.0,2
1.1463699338203404,0.8947368421052632,-0.9900495037128094,1.9333333333333333,2.1296296296296298,-0.5491963864373787,-0.5,3
-0.0714783247123414,0.42105263157894735,-0.9900495037128094,-0.4,0.037037037037037035,-0.5491963864373787,0.5,3
-1.6172088066961299,-0.8421052631578947,-0.9900495037128094,-0.4,-0.5,-1.3676708818731147,-0.5,1
-0.44620086579932045,-0.5789473684210527,1.0100505037878156,-0.4,0.5555555555555556,1.0877526044340933,1.0,4
-1.383007218516768,-0.5263157894736842,-0.9900495037128094,-0.13333333333333333,-0.5740740740740741,0.2692781089983573,-0.5,2
1.5210924749073196,0.631578947368421,1.0100505037878156,0.5333333333333333,1.3518518518518519,-1.3676708818731147,0.0,1
0.8184877103692338,-0.3684210526315789,-0.9900495037128094,0.06666666666666667,1.0,1.9062270998698294,0.0,4
0.9121683456409786,0.42105263157894735,1.0100505037878156,0.6666666666666666,0.37037037037037035,-1.3676708818731147,0.5,1
-1.008284677429789,0.15789473684210525,1.0100505037878156,0.6,-0.2037037037037037,-1.3676708818731147,1.5,3
-1.6172088066961299,-1.0,-0.9900495037128094,-0.6,-0.25925925925925924,-0.5491963864373787,0.5,3
0.3032442163746376,0.0,-0.9900495037128094,-0.13333333333333333,-0.18518518518518517,-0.5491963864373787,-0.5,4
-0.4930411834351928,-0.3684210526315789,1.0100505037878156,0.13333333333333333,-0.2962962962962963,-1.3676708818731147,1.0,3
-1.2424862656091509,-1.0,1.0100505037878156,-0.5333333333333333,-0.5555555555555556,-0.5491963864373787,0.5,1
-1.0551249950656614,-0.3684210526315789,1.0100505037878156,0.0,-0.5185185185185185,1.0877526044340933,0.0,2
0.959008663276851,-0.15789473684210525,1.0100505037878156,-0.2,-0.2037037037037037,-1.3676708818731147,0.0,2
1.6616134278149366,0.6842105263157895,1.0100505037878156,1.2,2.0,1.9062270998698294,0.0,4
-0.02463800707646903,0.5263157894736842,1.0100505037878156,1.1333333333333333,1.7222222222222223,-0.5491963864373787,1.0,3
-1.1488056303374061,-0.6842105263157895,1.0100505037878156,-0.06666666666666667,0.14814814814814814,1.9062270998698294,0.5,2
1.1463699338203404,0.3157894736842105,1.0100505037878156,0.26666666666666666,2.1481481481481484,0.2692781089983573,0.0,4
-0.7272427716145548,-0.2631578947368421,1.0100505037878156,0.13333333333333333,0.09259259259259259,1.0877526044340933,0.0,2
